ActorID,ActorName,Vendor,Language,Is_VIP,Rate_Multiplier,Base_Efficiency
GridMark_Dutch_018,Koos,GridMark,Dutch,False,1.0,0.7245
GridMark_Dutch_019,Niels,GridMark,Dutch,False,1.0,0.8124
GridMark_Dutch_020,Roos,GridMark,Dutch,False,1.0,1.103
GridMark_Dutch_021,Arie,GridMark,Dutch,False,1.0,1.1028
GridMark_Dutch_022,Maarten,GridMark,Dutch,False,1.0,1.103
GridMark_Dutch_023,Griet,GridMark,Dutch,False,1.0,1.7705
GridMark_Dutch_024,Els,GridMark,Dutch,False,1.0,1.1142
GridMark_Dutch_025,Anke,GridMark,Dutch,False,1.0,1.2271
GridMark_Dutch_026,Joost,GridMark,Dutch,False,1.0,1.1908
GridMark_Dutch_027,Pim,GridMark,Dutch,False,1.0,1.1303
GridMark_Dutch_028,Zoë,GridMark,Dutch,False,1.0,0.9369
GridMark_Dutch_029,Corine,GridMark,Dutch,False,1.0,1.1518
GridMark_Dutch_030,Jan,GridMark,Dutch,False,1.0,0.8454
GridMark_Dutch_031,Sander,GridMark,Dutch,False,1.0,0.9526
GridMark_Dutch_032,Chantal,GridMark,Dutch,False,1.0,0.9029
GridMark_Dutch_033,Henk,GridMark,Dutch,False,1.0,1.0164
GridMark_Dutch_034,Wim,GridMark,Dutch,False,1.0,1.4629
GridMark_Dutch_035,Dirk,GridMark,Dutch,True,2.24,0.6265
GridMark_Dutch_036,Gerda,GridMark,Dutch,False,1.0,1.1373
GridMark_Dutch_037,Lars,GridMark,Dutch,False,1.0,0.6775
GridMark_Dutch_038,Oscar,GridMark,Dutch,False,1.0,0.9056
GridMark_English_001,Emma,GridMark,English,False,1.0,1.2614
GridMark_English_002,Peter,GridMark,English,False,1.0,0.6785
GridMark_English_003,Xena,GridMark,English,False,1.0,1.0369
GridMark_English_004,Sam,GridMark,English,False,1.0,1.052
GridMark_English_005,Kate,GridMark,English,False,1.0,1.1564
GridMark_English_006,Chris,GridMark,English,True,2.37,0.7526
GridMark_English_007,Ivan,GridMark,English,False,1.0,0.7359
GridMark_English_008,Tara,GridMark,English,False,1.0,1.1044
GridMark_English_009,Harriet,GridMark,English,True,2.36,1.0594
GridMark_English_010,Alice,GridMark,English,False,1.0,1.0501
GridMark_English_011,Jessica,GridMark,English,False,1.0,1.0693
GridMark_English_012,Matt,GridMark,English,True,2.36,0.864
GridMark_English_013,Grace,GridMark,English,False,1.0,1.0465
GridMark_English_014,Isla,GridMark,English,False,1.0,1.0586
GridMark_English_015,Quinn,GridMark,English,False,1.0,0.8571
GridMark_English_016,David,GridMark,English,False,1.0,1.3732
GridMark_English_017,Owen,GridMark,English,False,1.0,1.0948
GridMark_English_018,Eleanor,GridMark,English,False,1.0,0.7617
GridMark_English_019,Stella,GridMark,English,False,1.0,1.1313
GridMark_English_020,Rachel,GridMark,English,False,1.0,0.8051
GridMark_English_021,Uma,GridMark,English,False,1.0,1.1574
GridMark_English_022,Georgia,GridMark,English,False,1.0,1.2317
GridMark_English_023,James,GridMark,English,False,1.0,0.8359
GridMark_English_024,Natalie,GridMark,English,False,1.0,1.1927
GridMark_English_025,Lucy,GridMark,English,False,1.0,1.0826
GridMark_English_026,Priya,GridMark,English,False,1.0,1.1644
GridMark_English_027,Vera,GridMark,English,False,1.0,1.3794
GridMark_English_028,Yara,GridMark,English,False,1.0,0.9509
GridMark_English_029,Finn,GridMark,English,False,1.0,0.8493
GridMark_English_030,Trevor,GridMark,English,False,1.0,0.8221
GridMark_English_031,Ross,GridMark,English,False,1.0,0.8368
GridMark_English_032,Olivia,GridMark,English,False,1.0,0.9846
GridMark_English_033,Noah,GridMark,English,False,1.0,1.0682
GridMark_English_034,Kyle,GridMark,English,False,1.0,1.0553
GridMark_English_035,Ben,GridMark,English,False,1.0,1.1654
GridMark_English_036,Ulric,GridMark,English,True,2.47,1.0026
GridMark_English_037,Will,GridMark,English,False,1.0,1.2907
GridMark_English_038,Zane,GridMark,English,False,1.0,0.9471
GridMark_English_039,Mia,GridMark,English,False,1.0,1.544
GridMark_English_040,Henry,GridMark,English,False,1.0,1.1251
GridMark_English_041,Clara,GridMark,English,False,1.0,0.8286
GridMark_English_042,Liam,GridMark,English,False,1.0,0.7858
GridMark_English_043,Frank,GridMark,English,False,1.0,1.0965
GridMark_English_044,Beth,GridMark,English,False,1.0,0.9553
GridMark_English_045,Aaron,GridMark,English,False,1.0,1.1428
GridMark_English_046,Derek,GridMark,English,False,1.0,1.0946
GridMark_French_001,Isabelle,GridMark,French,False,1.0,1.2062
GridMark_French_002,Quentin,GridMark,French,False,1.0,1.1863
GridMark_French_003,Karine,GridMark,French,False,1.0,0.8322
GridMark_French_004,Anna,GridMark,French,False,1.0,0.9382
GridMark_French_005,Ursula,GridMark,French,False,1.0,1.0663
GridMark_French_006,Hector,GridMark,French,False,1.0,1.1951
GridMark_French_007,Julien,GridMark,French,False,1.0,0.9042
GridMark_French_008,Renée,GridMark,French,False,1.0,0.9629
GridMark_French_009,William,GridMark,French,False,1.0,0.7787
GridMark_French_010,Thierry,GridMark,French,False,1.0,0.7608
GridMark_French_011,Sophie,GridMark,French,False,1.0,1.1625
GridMark_French_012,Camille,GridMark,French,False,1.0,1.2712
GridMark_French_013,Katell,GridMark,French,False,1.0,0.9856
GridMark_French_014,Étienne,GridMark,French,False,1.0,1.2007
GridMark_French_015,Vincent,GridMark,French,False,1.0,1.0723
GridMark_French_016,Yves,GridMark,French,False,1.0,0.871
GridMark_French_017,Laurent,GridMark,French,False,1.0,1.0723
GridMark_French_018,Hélène,GridMark,French,False,1.0,1.3076
GridMark_French_019,Sylvie,GridMark,French,False,1.0,0.9928
GridMark_French_020,Diana,GridMark,French,False,1.0,1.3129
GridMark_French_021,Luc,GridMark,French,True,2.55,0.4761
GridMark_French_022,Valérie,GridMark,French,False,1.0,1.1644
GridMark_French_023,Jacqueline,GridMark,French,True,2.71,1.0174
GridMark_French_024,Brigitte,GridMark,French,False,1.0,0.9402
GridMark_French_025,Fabienne,GridMark,French,False,1.0,1.0184
GridMark_French_026,Théo,GridMark,French,True,2.33,0.6025
GridMark_French_027,Geraldine,GridMark,French,False,1.0,0.9561
GridMark_French_028,Elaine,GridMark,French,False,1.0,1.0714
GridMark_French_029,Gilles,GridMark,French,False,1.0,1.2956
GridMark_French_030,François,GridMark,French,False,1.0,0.8963
GridMark_French_031,Roland,GridMark,French,False,1.0,0.8383
GridMark_French_032,Yvette,GridMark,French,False,1.0,0.8996
GridMark_French_033,Zara,GridMark,French,False,1.0,1.1831
GridMark_French_034,Alain,GridMark,French,False,1.0,1.0658
GridMark_French_035,Margot,GridMark,French,False,1.0,0.894
GridMark_French_036,Nathan,GridMark,French,False,1.0,1.1027
GridMark_French_037,Pierre,GridMark,French,False,1.0,1.0194
GridMark_French_038,Beau,GridMark,French,False,1.0,1.1937
GridMark_French_039,Nicolas,GridMark,French,False,1.0,0.8596
GridMark_French_040,Zoé,GridMark,French,False,1.0,0.9345
GridMark_French_041,Dominique,GridMark,French,False,1.0,0.9216
GridMark_French_042,Xavier,GridMark,French,False,1.0,0.7073
GridMark_French_043,Wanda,GridMark,French,False,1.0,1.0592
GridMark_French_044,Ilya,GridMark,French,False,1.0,1.0522
GridMark_French_045,Pauline,GridMark,French,False,1.0,1.001
GridMark_French_046,Marie,GridMark,French,False,1.0,0.9531
GridMark_French_047,Océane,GridMark,French,False,1.0,0.7169
GridMark_French_048,Charles,GridMark,French,False,1.0,0.9159
GridMark_German_001,Hilda,GridMark,German,False,1.0,1.0993
GridMark_German_002,Boris,GridMark,German,False,1.0,0.9723
GridMark_German_003,Yannick,GridMark,German,True,2.23,1.1295
GridMark_German_004,Sabine,GridMark,German,False,1.0,1.3046
GridMark_German_005,Paula,GridMark,German,False,1.0,0.9532
GridMark_German_006,Otto,GridMark,German,False,1.0,0.9532
GridMark_German_007,Ian,GridMark,German,False,1.0,1.3158
GridMark_German_008,Gregor,GridMark,German,False,1.0,1.1535
GridMark_German_009,Uwe,GridMark,German,False,1.0,0.9061
GridMark_German_010,Karl,GridMark,German,False,1.0,1.1085
GridMark_German_011,Famke,GridMark,German,False,1.0,0.9073
GridMark_German_012,Nadine,GridMark,German,False,1.0,0.9069
GridMark_German_013,Dorothea,GridMark,German,False,1.0,1.0484
GridMark_German_014,Catherine,GridMark,German,False,1.0,0.6173
GridMark_German_015,Dagmar,GridMark,German,False,1.0,0.655
GridMark_German_016,Werner,GridMark,German,False,1.0,0.8875
GridMark_German_017,Nina,GridMark,German,False,1.0,0.7974
GridMark_German_018,Zelda,GridMark,German,False,1.0,1.0628
GridMark_German_019,Ingrid,GridMark,German,False,1.0,0.8184
GridMark_German_020,Petra,GridMark,German,False,1.0,0.7175
GridMark_German_021,Max,GridMark,German,False,1.0,1.2931
GridMark_German_022,Christoph,GridMark,German,False,1.0,0.9548
GridMark_German_023,Manfred,GridMark,German,False,1.0,1.0135
GridMark_German_024,Hannelore,GridMark,German,False,1.0,0.7151
GridMark_German_025,Thomas,GridMark,German,False,1.0,0.8911
GridMark_German_026,Claus,GridMark,German,False,1.0,1.0222
GridMark_German_027,Brigitte,GridMark,German,False,1.0,0.7698
GridMark_German_028,Andreas,GridMark,German,True,2.32,1.0751
GridMark_German_029,Zacharias,GridMark,German,False,1.0,0.8799
GridMark_German_030,Oskar,GridMark,German,False,1.0,0.9417
GridMark_German_031,Xaver,GridMark,German,False,1.0,0.8797
GridMark_German_032,Tobias,GridMark,German,False,1.0,1.3705
GridMark_German_033,Klaus,GridMark,German,False,1.0,0.9973
GridMark_German_034,Emil,GridMark,German,False,1.0,0.7885
GridMark_German_035,Elsa,GridMark,German,False,1.0,1.1645
GridMark_German_036,Xenia,GridMark,German,False,1.0,0.7558
GridMark_German_037,Wanda,GridMark,German,False,1.0,1.0418
GridMark_German_038,Darius,GridMark,German,False,1.0,0.6081
GridMark_German_039,Reinhard,GridMark,German,False,1.0,0.7344
GridMark_German_040,Franziska,GridMark,German,False,1.0,1.0394
GridMark_German_041,Veronika,GridMark,German,False,1.0,1.1477
GridMark_German_042,Sonja,GridMark,German,False,1.0,1.0343
GridMark_German_043,Johannes,GridMark,German,False,1.0,0.9769
GridMark_German_044,Jörg,GridMark,German,False,1.0,0.9398
GridMark_German_045,Ursula,GridMark,German,False,1.0,0.7043
GridMark_German_046,Lieselotte,GridMark,German,False,1.0,0.856
GridMark_German_047,Ernst,GridMark,German,False,1.0,0.9079
GridMark_German_048,Bettina,GridMark,German,False,1.0,1.2114
GridMark_German_049,Viktor,GridMark,German,True,2.11,1.0687
GridMark_German_050,Rainer,GridMark,German,False,1.0,0.6474
GridMark_German_051,Lena,GridMark,German,False,1.0,1.0648
GridMark_German_052,Adalbert,GridMark,German,False,1.0,0.923
GridMark_German_053,Yvonne,GridMark,German,False,1.0,0.8646
GridMark_German_054,Gerhard,GridMark,German,False,1.0,1.1223
GridMark_Polish_001,Małgorzata,GridMark,Polish,False,1.0,1.2178
GridMark_Polish_002,Danuta,GridMark,Polish,False,1.0,1.0129
GridMark_Polish_003,Katarzyna,GridMark,Polish,False,1.0,0.7845
GridMark_Polish_004,Edward,GridMark,Polish,False,1.0,0.8569
GridMark_Polish_005,Piotr,GridMark,Polish,False,1.0,1.1359
GridMark_Polish_006,Elżbieta,GridMark,Polish,False,1.0,0.8539
GridMark_Polish_007,Waldemar,GridMark,Polish,False,1.0,1.0433
GridMark_Polish_008,Bogdan,GridMark,Polish,False,1.0,1.0091
GridMark_Polish_009,Agnieszka,GridMark,Polish,False,1.0,0.8697
GridMark_Polish_010,Natalia,GridMark,Polish,False,1.0,1.4288
GridMark_Polish_011,Franciszek,GridMark,Polish,False,1.0,1.1268
GridMark_Polish_012,Damian,GridMark,Polish,False,1.0,0.595
GridMark_Polish_013,Norbert,GridMark,Polish,False,1.0,1.0373
GridMark_Polish_014,Henryk,GridMark,Polish,False,1.0,0.8676
GridMark_Polish_015,Filip,GridMark,Polish,False,1.0,1.1705
GridMark_Polish_016,Renata,GridMark,Polish,False,1.0,0.8415
GridMark_Polish_017,Olga,GridMark,Polish,False,1.0,0.9771
GridMark_Polish_018,Bartosz,GridMark,Polish,False,1.0,1.101
GridMark_Polish_019,Stanisław,GridMark,Polish,False,1.0,1.1732
GridMark_Polish_020,Halina,GridMark,Polish,False,1.0,0.7599
GridMark_Polish_021,Ludwik,GridMark,Polish,False,1.0,0.9331
GridMark_Polish_022,Izabela,GridMark,Polish,False,1.0,0.905
GridMark_Polish_023,Celina,GridMark,Polish,False,1.0,0.8693
GridMark_Polish_024,Paweł,GridMark,Polish,False,1.0,1.3531
GridMark_Polish_025,Urszula,GridMark,Polish,False,1.0,1.081
GridMark_Polish_026,Krystyna,GridMark,Polish,False,1.0,0.7478
GridMark_Polish_027,Irena,GridMark,Polish,False,1.0,1.1836
GridMark_Polish_028,Jacek,GridMark,Polish,False,1.0,1.4244
GridMark_Polish_029,Aleksandra,GridMark,Polish,False,1.0,1.2065
GridMark_Polish_030,Grażyna,GridMark,Polish,False,1.0,0.6961
GridMark_Polish_031,Monika,GridMark,Polish,True,2.35,0.9032
GridMark_Polish_032,Józef,GridMark,Polish,False,1.0,1.2534
GridMark_Polish_033,Leszek,GridMark,Polish,False,1.0,0.8585
GridMark_Polish_034,Cezary,GridMark,Polish,False,1.0,1.0888
GridMark_Polish_035,Teresa,GridMark,Polish,False,1.0,1.1549
GridMark_Polish_036,Grzegorz,GridMark,Polish,False,1.0,0.8146
GridMark_Spanish_001,Natalia,GridMark,Spanish,False,1.0,0.9315
GridMark_Spanish_002,Olga,GridMark,Spanish,False,1.0,0.8395
GridMark_Spanish_003,Irene,GridMark,Spanish,False,1.0,0.9677
GridMark_Spanish_004,Ignacio,GridMark,Spanish,False,1.0,1.0808
GridMark_Spanish_005,Hortensia,GridMark,Spanish,False,1.0,1.3772
GridMark_Spanish_006,Miguel,GridMark,Spanish,False,1.0,1.0349
GridMark_Spanish_007,Tomás,GridMark,Spanish,False,1.0,1.0515
GridMark_Spanish_008,Javier,GridMark,Spanish,False,1.0,0.9851
GridMark_Spanish_009,Helena,GridMark,Spanish,False,1.0,0.6162
GridMark_Spanish_010,Salvador,GridMark,Spanish,False,1.0,0.9947
GridMark_Spanish_011,Carlos,GridMark,Spanish,False,1.0,1.012
GridMark_Spanish_012,Patricia,GridMark,Spanish,False,1.0,1.4926
GridMark_Spanish_013,Florencia,GridMark,Spanish,False,1.0,0.9615
GridMark_Spanish_014,Marcelo,GridMark,Spanish,False,1.0,1.0603
GridMark_Spanish_015,Diana,GridMark,Spanish,False,1.0,0.9931
GridMark_Spanish_016,Beatriz,GridMark,Spanish,False,1.0,0.7663
GridMark_Spanish_017,Adrián,GridMark,Spanish,False,1.0,1.2286
GridMark_Spanish_018,Gonzalo,GridMark,Spanish,False,1.0,1.1504
GridMark_Spanish_019,Alejandro,GridMark,Spanish,False,1.0,1.1582
GridMark_Spanish_020,Rocío,GridMark,Spanish,False,1.0,0.8181
GridMark_Spanish_021,Kevin,GridMark,Spanish,True,2.08,1.2806
GridMark_Spanish_022,Fernanda,GridMark,Spanish,False,1.0,0.7196
GridMark_Spanish_023,Oscar,GridMark,Spanish,False,1.0,1.1174
GridMark_Spanish_024,Rodrigo,GridMark,Spanish,False,1.0,1.4381
GridMark_Spanish_025,Vicente,GridMark,Spanish,False,1.0,0.8019
GridMark_Spanish_026,Enrique,GridMark,Spanish,False,1.0,0.8867
GridMark_Spanish_027,Gabriel,GridMark,Spanish,False,1.0,1.0199
GridMark_Spanish_028,César,GridMark,Spanish,False,1.0,0.8993
GridMark_Spanish_029,Wendy,GridMark,Spanish,False,1.0,0.6899
GridMark_Spanish_030,Teresa,GridMark,Spanish,False,1.0,1.0137
GridMark_Spanish_031,Nora,GridMark,Spanish,False,1.0,0.7875
GridMark_Spanish_032,Julia,GridMark,Spanish,False,1.0,1.0947
GridMark_Spanish_033,Laura,GridMark,Spanish,False,1.0,0.8161
GridMark_Spanish_034,Sofía,GridMark,Spanish,True,2.62,1.31
GridMark_Spanish_035,Lorena,GridMark,Spanish,False,1.0,0.8433
GridMark_Spanish_036,Blanca,GridMark,Spanish,False,1.0,0.9356
GridMark_Spanish_037,Eduardo,GridMark,Spanish,False,1.0,1.1627
GridMark_Spanish_038,Dolores,GridMark,Spanish,False,1.0,0.7538
GridMark_Spanish_039,Pablo,GridMark,Spanish,False,1.0,1.0455
LarkFarm_Dutch_001,Gerda,LarkFarm,Dutch,False,1.0,0.8972
LarkFarm_Dutch_002,Arie,LarkFarm,Dutch,False,1.0,0.7882
LarkFarm_Dutch_003,Mirjam,LarkFarm,Dutch,False,1.0,0.9875
LarkFarm_Dutch_004,Jan,LarkFarm,Dutch,False,1.0,1.191
LarkFarm_Dutch_005,Henk,LarkFarm,Dutch,False,1.0,0.8029
LarkFarm_Dutch_006,Chantal,LarkFarm,Dutch,False,1.0,1.1008
LarkFarm_Dutch_007,Inge,LarkFarm,Dutch,False,1.0,0.8939
LarkFarm_Dutch_008,Roos,LarkFarm,Dutch,False,1.0,0.8414
LarkFarm_Dutch_009,Tineke,LarkFarm,Dutch,False,1.0,0.9786
LarkFarm_Dutch_010,Koos,LarkFarm,Dutch,False,1.0,0.793
LarkFarm_Dutch_011,Dirk,LarkFarm,Dutch,False,1.0,0.8893
LarkFarm_Dutch_012,Daan,LarkFarm,Dutch,True,2.8,0.7604
LarkFarm_Dutch_013,Oscar,LarkFarm,Dutch,False,1.0,1.3929
LarkFarm_Dutch_014,Corine,LarkFarm,Dutch,False,1.0,1.0071
LarkFarm_Dutch_015,Niels,LarkFarm,Dutch,False,1.0,0.8601
LarkFarm_Dutch_016,Bram,LarkFarm,Dutch,False,1.0,1.0428
LarkFarm_Dutch_017,Anke,LarkFarm,Dutch,False,1.0,0.9775
LarkFarm_Dutch_018,Els,LarkFarm,Dutch,False,1.0,0.9558
LarkFarm_Dutch_019,Noor,LarkFarm,Dutch,False,1.0,1.1228
LarkFarm_Dutch_020,Wim,LarkFarm,Dutch,False,1.0,1.1515
LarkFarm_Dutch_021,Ilse,LarkFarm,Dutch,False,1.0,0.8939
LarkFarm_Dutch_022,Pim,LarkFarm,Dutch,False,1.0,0.8848
LarkFarm_Dutch_023,Joost,LarkFarm,Dutch,False,1.0,0.945
LarkFarm_Dutch_024,Floris,LarkFarm,Dutch,False,1.0,0.5396
LarkFarm_Dutch_025,Karen,LarkFarm,Dutch,False,1.0,0.697
LarkFarm_Dutch_026,Lotte,LarkFarm,Dutch,False,1.0,1.2734
LarkFarm_Dutch_027,Griet,LarkFarm,Dutch,False,1.0,1.329
LarkFarm_Dutch_028,Eefje,LarkFarm,Dutch,False,1.0,0.9502
LarkFarm_Dutch_029,Bas,LarkFarm,Dutch,True,2.8,1.1153
LarkFarm_Dutch_030,Yara,LarkFarm,Dutch,False,1.0,1.0623
LarkFarm_Dutch_031,Maarten,LarkFarm,Dutch,False,1.0,1.6158
LarkFarm_Dutch_032,Sander,LarkFarm,Dutch,False,1.0,1.2239
LarkFarm_Dutch_033,Zoë,LarkFarm,Dutch,False,1.0,0.9744
LarkFarm_Dutch_034,Lars,LarkFarm,Dutch,False,1.0,0.8089
LarkFarm_Dutch_035,Xander,LarkFarm,Dutch,False,1.0,0.6787
LarkFarm_Dutch_036,Harm,LarkFarm,Dutch,False,1.0,1.0407
LarkFarm_Dutch_037,Folkert,LarkFarm,Dutch,False,1.0,0.8487
LarkFarm_Dutch_038,Vera,LarkFarm,Dutch,False,1.0,0.7155
LarkFarm_English_001,Finn,LarkFarm,English,True,2.63,1.001
LarkFarm_English_002,Frank,LarkFarm,English,False,1.0,1.0094
LarkFarm_English_003,Eleanor,LarkFarm,English,False,1.0,0.91
LarkFarm_English_004,Will,LarkFarm,English,False,1.0,1.1246
LarkFarm_English_005,Aaron,LarkFarm,English,True,2.41,0.7865
LarkFarm_English_006,Vera,LarkFarm,English,False,1.0,0.9715
LarkFarm_English_007,Ulric,LarkFarm,English,False,1.0,1.0241
LarkFarm_English_008,Grace,LarkFarm,English,False,1.0,1.1029
LarkFarm_English_009,Kate,LarkFarm,English,False,1.0,1.1423
LarkFarm_English_010,Owen,LarkFarm,English,False,1.0,0.7751
LarkFarm_English_011,Priya,LarkFarm,English,False,1.0,0.6932
LarkFarm_English_012,Uma,LarkFarm,English,False,1.0,1.2555
LarkFarm_English_013,Sam,LarkFarm,English,False,1.0,1.0665
LarkFarm_English_014,Zane,LarkFarm,English,False,1.0,0.8503
LarkFarm_English_015,Clara,LarkFarm,English,False,1.0,1.3102
LarkFarm_English_016,Olivia,LarkFarm,English,False,1.0,1.0231
LarkFarm_English_017,Ivan,LarkFarm,English,False,1.0,1.2359
LarkFarm_English_018,Lucy,LarkFarm,English,False,1.0,1.0135
LarkFarm_English_019,Isla,LarkFarm,English,False,1.0,1.4121
LarkFarm_English_020,Chris,LarkFarm,English,False,1.0,1.3511
LarkFarm_English_021,David,LarkFarm,English,False,1.0,0.9502
LarkFarm_English_022,Yara,LarkFarm,English,False,1.0,1.1943
LarkFarm_English_023,Mia,LarkFarm,English,False,1.0,1.1291
LarkFarm_English_024,Quinn,LarkFarm,English,False,1.0,1.2737
LarkFarm_English_025,Alice,LarkFarm,English,False,1.0,0.807
LarkFarm_English_026,Rachel,LarkFarm,English,False,1.0,1.1372
LarkFarm_English_027,Stella,LarkFarm,English,False,1.0,1.2117
LarkFarm_English_028,Noah,LarkFarm,English,False,1.0,0.6483
LarkFarm_English_029,Ben,LarkFarm,English,False,1.0,0.7633
LarkFarm_English_030,Matt,LarkFarm,English,True,2.73,0.5922
LarkFarm_English_031,Liam,LarkFarm,English,False,1.0,0.9461
LarkFarm_English_032,James,LarkFarm,English,False,1.0,1.1435
LarkFarm_English_033,Xena,LarkFarm,English,False,1.0,1.3005
LarkFarm_English_034,Henry,LarkFarm,English,False,1.0,1.0148
LarkFarm_English_035,Jessica,LarkFarm,English,False,1.0,1.3257
LarkFarm_English_036,Harriet,LarkFarm,English,False,1.0,0.724
LarkFarm_English_037,Kyle,LarkFarm,English,False,1.0,0.6593
LarkFarm_English_038,Georgia,LarkFarm,English,False,1.0,0.9889
LarkFarm_English_039,Emma,LarkFarm,English,False,1.0,1.0768
LarkFarm_English_040,Peter,LarkFarm,English,False,1.0,0.9935
LarkFarm_English_041,Natalie,LarkFarm,English,False,1.0,0.5865
LarkFarm_English_042,Derek,LarkFarm,English,False,1.0,0.9822
LarkFarm_English_043,Beth,LarkFarm,English,False,1.0,0.7391
LarkFarm_English_044,Ross,LarkFarm,English,False,1.0,1.1339
LarkFarm_English_045,Trevor,LarkFarm,English,False,1.0,1.0733
LarkFarm_English_046,Tara,LarkFarm,English,False,1.0,0.812
LarkFarm_French_001,Pierre,LarkFarm,French,False,1.0,1.0042
LarkFarm_French_002,Étienne,LarkFarm,French,False,1.0,1.1364
LarkFarm_French_003,Luc,LarkFarm,French,False,1.0,0.9379
LarkFarm_French_004,Pauline,LarkFarm,French,False,1.0,1.0648
LarkFarm_French_005,Thierry,LarkFarm,French,False,1.0,0.974
LarkFarm_French_006,Zoé,LarkFarm,French,False,1.0,1.0194
LarkFarm_French_007,William,LarkFarm,French,False,1.0,1.119
LarkFarm_French_008,Beau,LarkFarm,French,False,1.0,0.8364
LarkFarm_French_009,Gilles,LarkFarm,French,False,1.0,1.4185
LarkFarm_French_010,Valérie,LarkFarm,French,False,1.0,0.7988
LarkFarm_French_011,Laurent,LarkFarm,French,False,1.0,0.7572
LarkFarm_French_012,Vincent,LarkFarm,French,False,1.0,1.2316
LarkFarm_French_013,Nicolas,LarkFarm,French,False,1.0,1.1583
LarkFarm_French_014,Xavier,LarkFarm,French,False,1.0,1.1248
LarkFarm_French_015,Quentin,LarkFarm,French,False,1.0,1.1257
LarkFarm_French_016,Sylvie,LarkFarm,French,False,1.0,0.9976
LarkFarm_French_017,Renée,LarkFarm,French,False,1.0,0.8205
LarkFarm_French_018,Dominique,LarkFarm,French,False,1.0,1.0152
LarkFarm_French_019,Théo,LarkFarm,French,False,1.0,0.8646
LarkFarm_French_020,Julien,LarkFarm,French,False,1.0,1.195
LarkFarm_French_021,Ilya,LarkFarm,French,False,1.0,0.9706
LarkFarm_French_022,Wanda,LarkFarm,French,False,1.0,0.8349
LarkFarm_French_023,Anna,LarkFarm,French,False,1.0,0.9357
LarkFarm_French_024,Isabelle,LarkFarm,French,False,1.0,1.0826
LarkFarm_French_025,Geraldine,LarkFarm,French,True,2.05,0.8873
LarkFarm_French_026,Charles,LarkFarm,French,False,1.0,0.8356
LarkFarm_French_027,Hector,LarkFarm,French,False,1.0,1.0487
LarkFarm_French_028,Karine,LarkFarm,French,False,1.0,1.049
LarkFarm_French_029,Zara,LarkFarm,French,False,1.0,0.8986
LarkFarm_French_030,Brigitte,LarkFarm,French,False,1.0,0.9058
LarkFarm_French_031,Hélène,LarkFarm,French,True,2.28,1.0464
LarkFarm_French_032,Yves,LarkFarm,French,False,1.0,0.7104
LarkFarm_French_033,Ursula,LarkFarm,French,False,1.0,0.7185
LarkFarm_French_034,Sophie,LarkFarm,French,False,1.0,0.8563
LarkFarm_French_035,Marie,LarkFarm,French,False,1.0,0.9573
LarkFarm_French_036,Alain,LarkFarm,French,False,1.0,1.0622
LarkFarm_French_037,Roland,LarkFarm,French,False,1.0,1.2951
LarkFarm_French_038,Elaine,LarkFarm,French,False,1.0,1.1715
LarkFarm_French_039,Diana,LarkFarm,French,False,1.0,0.968
LarkFarm_French_040,Yvette,LarkFarm,French,False,1.0,0.9962
LarkFarm_French_041,Jacqueline,LarkFarm,French,False,1.0,0.7995
LarkFarm_French_042,Fabienne,LarkFarm,French,False,1.0,0.9963
LarkFarm_French_043,François,LarkFarm,French,False,1.0,0.9423
LarkFarm_French_044,Katell,LarkFarm,French,False,1.0,1.0645
LarkFarm_French_045,Camille,LarkFarm,French,False,1.0,0.8346
LarkFarm_French_046,Margot,LarkFarm,French,False,1.0,1.1039
LarkFarm_French_047,Océane,LarkFarm,French,False,1.0,1.3065
LarkFarm_French_048,Nathan,LarkFarm,French,False,1.0,0.9782
LarkFarm_German_001,Claus,LarkFarm,German,False,1.0,0.9881
LarkFarm_German_002,Oskar,LarkFarm,German,False,1.0,0.3517
LarkFarm_German_003,Otto,LarkFarm,German,False,1.0,0.7951
LarkFarm_German_004,Hannelore,LarkFarm,German,False,1.0,0.9495
LarkFarm_German_005,Ernst,LarkFarm,German,False,1.0,0.7504
LarkFarm_German_006,Sabine,LarkFarm,German,False,1.0,1.3265
LarkFarm_German_007,Dorothea,LarkFarm,German,False,1.0,0.714
LarkFarm_German_008,Bettina,LarkFarm,German,False,1.0,0.912
LarkFarm_German_009,Boris,LarkFarm,German,False,1.0,1.0261
LarkFarm_German_010,Zacharias,LarkFarm,German,False,1.0,1.2883
LarkFarm_German_011,Wanda,LarkFarm,German,False,1.0,0.7128
LarkFarm_German_012,Tobias,LarkFarm,German,False,1.0,1.2326
LarkFarm_German_013,Brigitte,LarkFarm,German,False,1.0,1.002
LarkFarm_German_014,Klaus,LarkFarm,German,False,1.0,0.8037
LarkFarm_German_015,Franziska,LarkFarm,German,False,1.0,1.0924
LarkFarm_German_016,Ian,LarkFarm,German,False,1.0,1.0398
LarkFarm_German_017,Karl,LarkFarm,German,False,1.0,0.88
LarkFarm_German_018,Werner,LarkFarm,German,False,1.0,1.014
LarkFarm_German_019,Sonja,LarkFarm,German,False,1.0,0.9229
LarkFarm_German_020,Manfred,LarkFarm,German,False,1.0,1.0227
LarkFarm_German_021,Famke,LarkFarm,German,False,1.0,1.1324
LarkFarm_German_022,Yannick,LarkFarm,German,False,1.0,1.3172
LarkFarm_German_023,Dagmar,LarkFarm,German,False,1.0,0.7524
